source,title,description,published_at,url,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,sentiment_label
GoogleNews,"Rs 1,400 Calls on Infosys Ltd See Heavy Activity — What the Strike Price Tells You - Markets Mojo","Rs 1,400 Calls on Infosys Ltd See Heavy Activity — What the Strike Price Tells You  Markets Mojo",2026-06-02 04:50:19,,0.0,0.079,0.921,-0.25,Negative
GoogleNews,Infosys Ltd Sees Exceptional Volume Surge Amid Positive Momentum - Markets Mojo,Infosys Ltd Sees Exceptional Volume Surge Amid Positive Momentum  Markets Mojo,2026-06-02 04:50:18,,0.255,0.0,0.745,0.802,Positive
GoogleNews,"Rs 1,180 Puts Draw Nearly 2,000 Contracts on Infosys Ltd as Stock Holds Above Key Moving Averages - Markets Mojo","Rs 1,180 Puts Draw Nearly 2,000 Contracts on Infosys Ltd as Stock Holds Above Key Moving Averages  Markets Mojo",2026-06-02 04:50:18,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,Infosys Ltd Sees Robust Trading Activity Amid Positive Momentum - Markets Mojo,Infosys Ltd Sees Robust Trading Activity Amid Positive Momentum  Markets Mojo,2026-06-02 04:50:18,,0.387,0.0,0.613,0.9001,Positive
GoogleNews,"Infosys jumps 4%, TCS up 3%; Nifty IT rallies again today as global software stocks extend AI-driven rebound - TradingView","Infosys jumps 4%, TCS up 3%; Nifty IT rallies again today as global software stocks extend AI-driven rebound  TradingView",2026-06-02 04:42:00,,0.201,0.0,0.799,0.7783,Positive
GoogleNews,"Infosys, TCS, HCLTech jump up to 4%. 3 reasons why IT stocks are rallying today? - India Today","Infosys, TCS, HCLTech jump up to 4%. 3 reasons why IT stocks are rallying today?  India TodayIT stocks shine again! Infosys, TCS jump 6%, HCLTech gains 5%; are signs of a turnaround emerging?  UpstoxInfosys, TCS shares jump 6%; Nifty IT rallies again today as global software stocks extend AI-driven...  Moneycontrol.com",2026-06-02 04:39:41,,0.133,0.0,0.867,0.833,Positive
GoogleNews,"TCS, Infosys Rally 6% On Global AI Frenzy; Nifty IT Index Jumps For Second Straight Day - NDTV Profit","TCS, Infosys Rally 6% On Global AI Frenzy; Nifty IT Index Jumps For Second Straight Day  NDTV Profit",2026-06-02 04:24:41,,0.309,0.095,0.597,0.8555,Positive
GoogleNews,Infosys Ltd Surges 3.66% to Day's High of Rs 1251 — Outperforms Sector by 2.36 Percentage Points - Markets Mojo,Infosys Ltd Surges 3.66% to Day's High of Rs 1251 — Outperforms Sector by 2.36 Percentage Points  Markets Mojo,2026-06-02 04:11:15,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Market Opening Bell: Sensex tumbles 322 points, Nifty near 23,200, Infosys gains over 3% - India TV News","Market Opening Bell: Sensex tumbles 322 points, Nifty near 23,200, Infosys gains over 3%  India TV News",2026-06-02 03:55:16,,0.248,0.0,0.752,0.8481,Positive
GoogleNews,Infosys Ltd Valuation Shifts: From Attractive to Fair Amid Market Volatility - Markets Mojo,Infosys Ltd Valuation Shifts: From Attractive to Fair Amid Market Volatility  Markets Mojo,2026-06-02 02:32:07,,0.311,0.0,0.689,0.8555,Positive
GoogleNews,"Five Stocks To Buy: Infosys, NMDC, NBCC And More | June 02, 2026 - NDTV Profit","Five Stocks To Buy: Infosys, NMDC, NBCC And More | June 02, 2026  NDTV Profit",2026-06-02 01:20:53,,0.167,0.0,0.833,0.7003,Positive
GoogleNews,"Trade Spotlight: How should you trade Adani Energy Solutions, AIA Engineering, NALCO, Infosys, Zydus Lifesciences, APL Apollo Tubes and others on June 2? - Moneycontrol.com","Trade Spotlight: How should you trade Adani Energy Solutions, AIA Engineering, NALCO, Infosys, Zydus Lifesciences, APL Apollo Tubes and others on June 2?  Moneycontrol.com",2026-06-02 01:18:42,,0.15,0.0,0.85,0.7149,Positive
GoogleNews,Is It Too Late to Buy Infosys Ltd (INFY) After 6.0% Rally? GF Value Says Undervalued - GuruFocus,Is It Too Late to Buy Infosys Ltd (INFY) After 6.0% Rally? GF Value Says Undervalued  GuruFocus,2026-06-01 22:26:25,,0.135,0.0,0.865,0.6322,Positive
GoogleNews,Infosys INFY ADRs Flash Mixed Momentum As AI Story Builds - timothysykes.com,Infosys INFY ADRs Flash Mixed Momentum As AI Story Builds  timothysykes.com,2026-06-01 21:04:00,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,Nandan Nilekani at 71: Steering Infosys through two critical successions - The Times of India,Nandan Nilekani at 71: Steering Infosys through two critical successions  The Times of India,2026-06-01 19:49:00,,0.069,0.145,0.786,-0.5267,Negative
GoogleNews,"TriZetto, Infosys Fight Each Side's CEO Deposition Bids - Law360","TriZetto, Infosys Fight Each Side's CEO Deposition Bids  Law360",2026-06-01 19:26:00,,0.0,0.234,0.766,-0.6369,Negative
GoogleNews,Nilekani at 71: Steering Infosys through two critical successions - The Times of India,Nilekani at 71: Steering Infosys through two critical successions  The Times of India,2026-06-01 18:26:00,,0.074,0.154,0.772,-0.5267,Negative
GoogleNews,INFOSYS LIMITED Share Price Today - Live INFY Stock Price for NSE/BSE - Upstox,INFOSYS LIMITED Share Price Today - Live INFY Stock Price for NSE/BSE  Upstox,2026-06-01 14:16:11,,0.135,0.161,0.704,-0.2182,Negative
